Messzeitpunkt;Einspeisung (kWh) Strom 00100137997;Qualität Strom 00100137997;Verbrauch (kWh) Strom 00021228596;Qualität Strom 00021228596
27.10.23 13:15;0,017;G;0,133;G
27.10.23 13:30;0,03;G;0,04;G
27.10.23 13:45;0,013;G;0,005;G
27.10.23 14:00;0,127;G;0;G
27.10.23 14:15;0,04;G;0,017;G
27.10.23 14:30;0;G;0,058;G
27.10.23 14:45;0;G;0,051;G
27.10.23 15:00;0;G;0,131;G
27.10.23 15:15;0;G;0,164;G
27.10.23 15:30;0;G;0,176;G
27.10.23 15:45;0;G;0,162;G
27.10.23 16:00;0;G;0,212;G
27.10.23 16:15;0;G;0,217;G
27.10.23 16:30;0;G;0,226;G
27.10.23 16:45;0;G;0,219;G
27.10.23 17:00;0;G;0,223;G
27.10.23 17:15;0;G;0,215;G
27.10.23 17:30;0;G;0,214;G
27.10.23 17:45;0;G;0,206;G
27.10.23 18:00;0;G;0,222;G
27.10.23 18:15;0;G;0,183;G
27.10.23 18:30;0;G;0,196;G
27.10.23 18:45;0;G;0,198;G
27.10.23 19:00;0;G;0,173;G
27.10.23 19:15;0;G;0,183;G
27.10.23 19:30;0;G;0,158;G
27.10.23 19:45;0;G;0,181;G
27.10.23 20:00;0;G;0,389;G
27.10.23 20:15;0;G;2,811;G
27.10.23 20:30;0;G;2,813;G
27.10.23 20:45;0;G;2,703;G
27.10.23 21:00;0;G;2,723;G
27.10.23 21:15;0;G;2,728;G
27.10.23 21:30;0;G;2,746;G
27.10.23 21:45;0;G;2,732;G
27.10.23 22:00;0;G;2,78;G
27.10.23 22:15;0;G;2,525;G
27.10.23 22:30;0;G;1,485;G
27.10.23 22:45;0;G;1,031;G
27.10.23 23:00;0;G;0,603;G
27.10.23 23:15;0;G;0,242;G
27.10.23 23:30;0;G;0,219;G
27.10.23 23:45;0;G;0,2;G
28.10.23 00:00;0;G;0,2;G
28.10.23 00:15;0;G;0,15;G
28.10.23 00:30;0;G;0,105;G
28.10.23 00:45;0;G;0,108;G
28.10.23 01:00;0;G;0,111;G
28.10.23 01:15;0;G;0,113;G
28.10.23 01:30;0;G;0,109;G
28.10.23 01:45;0;G;0,114;G
28.10.23 02:00;0;G;0,104;G
28.10.23 02:15;0;G;0,106;G
28.10.23 02:30;0;G;0,102;G
28.10.23 02:45;0;G;0,114;G
28.10.23 03:00;0;G;0,104;G
28.10.23 03:15;0;G;0,115;G
28.10.23 03:30;0;G;0,101;G
28.10.23 03:45;0;G;0,135;G
28.10.23 04:00;0;G;0,121;G
28.10.23 04:15;0;G;0,109;G
28.10.23 04:30;0;G;0,112;G
28.10.23 04:45;0;G;0,119;G
28.10.23 05:00;0;G;0,108;G
28.10.23 05:15;0;G;0,121;G
28.10.23 05:30;0;G;0,1;G
28.10.23 05:45;0;G;0,107;G
28.10.23 06:00;0;G;0,103;G
28.10.23 06:15;0;G;0,112;G
28.10.23 06:30;0;G;0,118;G
28.10.23 06:45;0;G;0,716;G
28.10.23 07:00;0;G;0,669;G
28.10.23 07:15;0;G;0,304;G
28.10.23 07:30;0;G;0,486;G
28.10.23 07:45;0;G;0,151;G
28.10.23 08:00;0;G;0,149;G
28.10.23 08:15;0;G;0,148;G
28.10.23 08:30;0;G;0,15;G
28.10.23 08:45;0;G;0,153;G
28.10.23 09:00;0;G;0,042;G
28.10.23 09:15;0;G;0,072;G
28.10.23 09:30;0;G;0,033;G
28.10.23 09:45;0,026;G;0,027;G
28.10.23 10:00;0;G;0,342;G
28.10.23 10:15;0;G;0,331;G
28.10.23 10:30;0,053;G;0,007;G
28.10.23 10:45;0,006;G;0,837;G
28.10.23 11:00;0;G;0,391;G
28.10.23 11:15;0;G;0,376;G
28.10.23 11:30;0;G;0,756;G
28.10.23 11:45;0;G;0,513;G
28.10.23 12:00;0;G;0,473;G
28.10.23 12:15;0;G;1,305;G
28.10.23 12:30;0;G;0,989;G
28.10.23 12:45;0;G;0,525;G
28.10.23 13:00;0;G;0,337;G
28.10.23 13:15;0;G;0,377;G
28.10.23 13:30;0,021;G;0,127;G
28.10.23 13:45;0;G;0,099;G
28.10.23 14:00;0;G;0,077;G
28.10.23 14:15;0,001;G;0,045;G
28.10.23 14:30;0;G;0,092;G
28.10.23 14:45;0;G;0,102;G
28.10.23 15:00;0;G;0,123;G
28.10.23 15:15;0;G;0,262;G
28.10.23 15:30;0;G;0,432;G
28.10.23 15:45;0;G;0,2;G
28.10.23 16:00;0;G;0,147;G
28.10.23 16:15;0;G;0,175;G
28.10.23 16:30;0;G;0,165;G
28.10.23 16:45;0;G;0,182;G
28.10.23 17:00;0;G;0,377;G
28.10.23 17:15;0;G;0,856;G
28.10.23 17:30;0;G;0,661;G
28.10.23 17:45;0;G;0,413;G
28.10.23 18:00;0;G;0,383;G
28.10.23 18:15;0;G;0,298;G
28.10.23 18:30;0;G;0,163;G
28.10.23 18:45;0;G;0,161;G
28.10.23 19:00;0;G;0,152;G
28.10.23 19:15;0;G;0,173;G
28.10.23 19:30;0;G;0,214;G
28.10.23 19:45;0;G;0,209;G
28.10.23 20:00;0;G;0,208;G
28.10.23 20:15;0;G;0,175;G
28.10.23 20:30;0;G;0,193;G
28.10.23 20:45;0;G;0,157;G
28.10.23 21:00;0;G;0,18;G
28.10.23 21:15;0;G;0,18;G
28.10.23 21:30;0;G;0,207;G
28.10.23 21:45;0;G;0,169;G
28.10.23 22:00;0;G;0,202;G
28.10.23 22:15;0;G;0,183;G
28.10.23 22:30;0;G;0,209;G
28.10.23 22:45;0;G;0,2;G
28.10.23 23:00;0;G;0,192;G
28.10.23 23:15;0;G;0,142;G
28.10.23 23:30;0;G;0,135;G
28.10.23 23:45;0;G;0,111;G
29.10.23 00:00;0;G;0,11;G
29.10.23 00:15;0;G;0,1;G
29.10.23 00:30;0;G;0,099;G
29.10.23 00:45;0;G;0,104;G
29.10.23 01:00;0;G;0,103;G
29.10.23 01:15;0;G;0,098;G
29.10.23 01:30;0;G;0,097;G
29.10.23 01:45;0;G;0,101;G
29.10.23 02:00;0;G;0,104;G
29.10.23 02:15;0;G;0,1;G
29.10.23 02:30;0;G;0,102;G
29.10.23 02:45;0;G;0,581;G
29.10.23 02:00;0;G;0,58;G
29.10.23 02:15;0;G;0,308;G
29.10.23 02:30;0;G;0,519;G
29.10.23 02:45;0;G;0,388;G
29.10.23 03:00;0;G;0,108;G
29.10.23 03:15;0;G;2,58;G
29.10.23 03:30;0;G;2,994;G
29.10.23 03:45;0;G;2,876;G
29.10.23 04:00;0;G;1,625;G
29.10.23 04:15;0;G;1,021;G
29.10.23 04:30;0;G;0,678;G
29.10.23 04:45;0;G;0,442;G
29.10.23 05:00;0;G;0,514;G
29.10.23 05:15;0;G;0,367;G
29.10.23 05:30;0;G;0,187;G
29.10.23 05:45;0;G;0,157;G
29.10.23 06:00;0;G;0,653;G
29.10.23 06:15;0;G;0,843;G
29.10.23 06:30;0;G;0,497;G
29.10.23 06:45;0;G;0,401;G
29.10.23 07:00;0;G;0,627;G
29.10.23 07:15;0;G;0,441;G
29.10.23 07:30;0;G;0,118;G
29.10.23 07:45;0;G;0,096;G
29.10.23 08:00;0;G;0,051;G
29.10.23 08:15;0;G;0,074;G
29.10.23 08:30;0;G;0,058;G
29.10.23 08:45;0,007;G;0,017;G
29.10.23 09:00;0,045;G;0;G
29.10.23 09:15;0,021;G;0,002;G
29.10.23 09:30;0,113;G;0;G
29.10.23 09:45;0,026;G;0;G
29.10.23 10:00;0,056;G;0,002;G
29.10.23 10:15;0,115;G;0,034;G
29.10.23 10:30;0,061;G;0,444;G
29.10.23 10:45;0,194;G;0,136;G
29.10.23 11:00;0,184;G;0,085;G
29.10.23 11:15;0,088;G;0,132;G
29.10.23 11:30;0,081;G;0,208;G
29.10.23 11:45;0,091;G;0,168;G
29.10.23 12:00;0,015;G;0,005;G
29.10.23 12:15;0,011;G;0,003;G
29.10.23 12:30;0,059;G;0;G
29.10.23 12:45;0,109;G;0,002;G
29.10.23 13:00;0,096;G;0;G
29.10.23 13:15;0,065;G;0;G
29.10.23 13:30;0,07;G;0;G
29.10.23 13:45;0,067;G;0,002;G
29.10.23 14:00;0,027;G;0;G
29.10.23 14:15;0,003;G;0,023;G
29.10.23 14:30;0;G;0,038;G
29.10.23 14:45;0;G;0,073;G
29.10.23 15:00;0;G;0,087;G
29.10.23 15:15;0;G;0,098;G
29.10.23 15:30;0;G;0,116;G
29.10.23 15:45;0;G;0,122;G
29.10.23 16:00;0;G;0,145;G
29.10.23 16:15;0;G;0,15;G
29.10.23 16:30;0;G;0,252;G
29.10.23 16:45;0;G;0,316;G
29.10.23 17:00;0;G;0,295;G
29.10.23 17:15;0;G;0,329;G
29.10.23 17:30;0;G;0,293;G
29.10.23 17:45;0;G;0,449;G
29.10.23 18:00;0;G;0,977;G
29.10.23 18:15;0;G;0,982;G
29.10.23 18:30;0;G;0,946;G
29.10.23 18:45;0;G;0,721;G
29.10.23 19:00;0;G;0,529;G
29.10.23 19:15;0;G;0,23;G
29.10.23 19:30;0;G;0,461;G
29.10.23 19:45;0;G;0,523;G
29.10.23 20:00;0;G;0,347;G
29.10.23 20:15;0;G;0,324;G
29.10.23 20:30;0;G;0,468;G
29.10.23 20:45;0;G;0,163;G
29.10.23 21:00;0;G;0,157;G
29.10.23 21:15;0;G;0,159;G
29.10.23 21:30;0;G;0,154;G
29.10.23 21:45;0;G;0,197;G
29.10.23 22:00;0;G;0,219;G
29.10.23 22:15;0;G;0,218;G
29.10.23 22:30;0;G;0,21;G
29.10.23 22:45;0;G;0,204;G
29.10.23 23:00;0;G;0,193;G
29.10.23 23:15;0;G;0,153;G
29.10.23 23:30;0;G;0,158;G
29.10.23 23:45;0;G;0,161;G
30.10.23 00:00;0;G;0,111;G
30.10.23 00:15;0;G;0,103;G
30.10.23 00:30;0;G;0,108;G
30.10.23 00:45;0;G;0,11;G
30.10.23 01:00;0;G;0,112;G
30.10.23 01:15;0;G;0,291;G
30.10.23 01:30;0;G;0,314;G
30.10.23 01:45;0;G;0,126;G
30.10.23 02:00;0;G;0,336;G
30.10.23 02:15;0;G;0,382;G
30.10.23 02:30;0;G;0,118;G
30.10.23 02:45;0;G;0,11;G
30.10.23 03:00;0;G;0,109;G
30.10.23 03:15;0;G;0,106;G
30.10.23 03:30;0;G;0,098;G
30.10.23 03:45;0;G;0,099;G
30.10.23 04:00;0;G;0,106;G
30.10.23 04:15;0;G;0,104;G
30.10.23 04:30;0;G;0,098;G
30.10.23 04:45;0;G;0,095;G
30.10.23 05:00;0;G;0,109;G
30.10.23 05:15;0;G;0,114;G
30.10.23 05:30;0;G;0,108;G
30.10.23 05:45;0;G;0,11;G
30.10.23 06:00;0;G;0,113;G
30.10.23 06:15;0;G;0,116;G
30.10.23 06:30;0;G;0,123;G
30.10.23 06:45;0;G;0,112;G
30.10.23 07:00;0;G;0,109;G
30.10.23 07:15;0;G;0,144;G
30.10.23 07:30;0;G;0,158;G
30.10.23 07:45;0;G;0,134;G
30.10.23 08:00;0;G;0,653;G
30.10.23 08:15;0;G;0,384;G
30.10.23 08:30;0;G;0,36;G
30.10.23 08:45;0;G;0,347;G
30.10.23 09:00;0;G;0,48;G
30.10.23 09:15;0;G;0,509;G
30.10.23 09:30;0;G;0,182;G
30.10.23 09:45;0;G;0,196;G
30.10.23 10:00;0;G;0,135;G
30.10.23 10:15;0;G;0,237;G
30.10.23 10:30;0,002;G;0,022;G
30.10.23 10:45;0,03;G;0,133;G
30.10.23 11:00;0,056;G;0,303;G
30.10.23 11:15;0,018;G;0,186;G
30.10.23 11:30;0,124;G;0,296;G
30.10.23 11:45;0,135;G;0,165;G
30.10.23 12:00;0,075;G;0,133;G
30.10.23 12:15;0,091;G;0,033;G
30.10.23 12:30;0,103;G;0;G
30.10.23 12:45;0,094;G;0;G
30.10.23 13:00;0,047;G;0;G
30.10.23 13:15;0,077;G;0;G
30.10.23 13:30;0,056;G;0;G
30.10.23 13:45;0,028;G;0;G
30.10.23 14:00;0,003;G;0,007;G
30.10.23 14:15;0;G;0,024;G
30.10.23 14:30;0;G;0,042;G
30.10.23 14:45;0;G;0,053;G
30.10.23 15:00;0;G;0,094;G
30.10.23 15:15;0;G;0,095;G
30.10.23 15:30;0;G;0,245;G
30.10.23 15:45;0;G;0,265;G
30.10.23 16:00;0;G;0,468;G
30.10.23 16:15;0;G;0,36;G
30.10.23 16:30;0;G;0,272;G
30.10.23 16:45;0;G;0,38;G
30.10.23 17:00;0;G;0,303;G
30.10.23 17:15;0;G;0,329;G
30.10.23 17:30;0;G;0,315;G
30.10.23 17:45;0;G;0,309;G
30.10.23 18:00;0;G;0,46;G
30.10.23 18:15;0;G;0,671;G
30.10.23 18:30;0;G;1,014;G
30.10.23 18:45;0;G;0,776;G
30.10.23 19:00;0;G;0,885;G
30.10.23 19:15;0;G;0,162;G
30.10.23 19:30;0;G;0,19;G
30.10.23 19:45;0;G;0,283;G
30.10.23 20:00;0;G;0,285;G
30.10.23 20:15;0;G;0,25;G
30.10.23 20:30;0;G;0,237;G
30.10.23 20:45;0;G;0,226;G
30.10.23 21:00;0;G;0,234;G
30.10.23 21:15;0;G;0,217;G
30.10.23 21:30;0;G;0,24;G
30.10.23 21:45;0;G;0,226;G
30.10.23 22:00;0;G;0,238;G
30.10.23 22:15;0;G;0,232;G
30.10.23 22:30;0;G;0,178;G
30.10.23 22:45;0;G;0,136;G
30.10.23 23:00;0;G;0,157;G
30.10.23 23:15;0;G;0,17;G
30.10.23 23:30;0;G;0,181;G
30.10.23 23:45;0;G;0,167;G
31.10.23 00:00;0;G;0,139;G
31.10.23 00:15;0;G;0,13;G
31.10.23 00:30;0;G;0,146;G
31.10.23 00:45;0;G;0,139;G
31.10.23 01:00;0;G;0,144;G
31.10.23 01:15;0;G;0,13;G
31.10.23 01:30;0;G;0,139;G
31.10.23 01:45;0;G;0,136;G
31.10.23 02:00;0;G;0,138;G
31.10.23 02:15;0;G;0,13;G
31.10.23 02:30;0;G;0,128;G
31.10.23 02:45;0;G;0,13;G
31.10.23 03:00;0;G;0,136;G
31.10.23 03:15;0;G;2,753;G
31.10.23 03:30;0;G;2,884;G
31.10.23 03:45;0;G;2,94;G
31.10.23 04:00;0;G;3,099;G
31.10.23 04:15;0;G;3,195;G
31.10.23 04:30;0;G;2,919;G
31.10.23 04:45;0;G;2,672;G
31.10.23 05:00;0;G;3,038;G
31.10.23 05:15;0;G;0,331;G
31.10.23 05:30;0;G;0,151;G
31.10.23 05:45;0;G;0,199;G
31.10.23 06:00;0;G;0,162;G
31.10.23 06:15;0;G;0,267;G
31.10.23 06:30;0;G;0,179;G
31.10.23 06:45;0;G;0,158;G
31.10.23 07:00;0;G;0,158;G
31.10.23 07:15;0;G;0,186;G
31.10.23 07:30;0;G;0,218;G
31.10.23 07:45;0;G;0,199;G
31.10.23 08:00;0;G;0,238;G
31.10.23 08:15;0;G;0,192;G
31.10.23 08:30;0;G;0,174;G
31.10.23 08:45;0;G;0,178;G
31.10.23 09:00;0;G;0,179;G
31.10.23 09:15;0;G;0,271;G
31.10.23 09:30;0;G;0,149;G
31.10.23 09:45;0;G;0,168;G
31.10.23 10:00;0;G;0,185;G
31.10.23 10:15;0;G;0,189;G
31.10.23 10:30;0;G;0,184;G
31.10.23 10:45;0;G;0,146;G
31.10.23 11:00;0;G;0,626;G
31.10.23 11:15;0;G;0,42;G
31.10.23 11:30;0;G;0,408;G
31.10.23 11:45;0;G;0,244;G
31.10.23 12:00;0;G;0,237;G
31.10.23 12:15;0;G;0,392;G
31.10.23 12:30;0;G;0,162;G
31.10.23 12:45;0;G;0,152;G
31.10.23 13:00;0;G;0,408;G
31.10.23 13:15;0;G;0,294;G
31.10.23 13:30;0;G;0,138;G
31.10.23 13:45;0;G;0,216;G
31.10.23 14:00;0;G;0,169;G
31.10.23 14:15;0,004;G;0,058;G
31.10.23 14:30;0;G;0,21;G
31.10.23 14:45;0;G;0,204;G
31.10.23 15:00;0;G;0,255;G
31.10.23 15:15;0;G;0,376;G
31.10.23 15:30;0;G;0,141;G
31.10.23 15:45;0;G;0,151;G
31.10.23 16:00;0;G;0,198;G
31.10.23 16:15;0;G;0,208;G
31.10.23 16:30;0;G;0,281;G
31.10.23 16:45;0;G;0,285;G
31.10.23 17:00;0;G;0,286;G
31.10.23 17:15;0;G;0,284;G
31.10.23 17:30;0;G;0,32;G
31.10.23 17:45;0;G;0,303;G
31.10.23 18:00;0;G;0,549;G
31.10.23 18:15;0;G;0,897;G
31.10.23 18:30;0;G;0,674;G
31.10.23 18:45;0;G;0,462;G
31.10.23 19:00;0;G;0,262;G
31.10.23 19:15;0;G;0,196;G
31.10.23 19:30;0;G;0,214;G
31.10.23 19:45;0;G;0,232;G
31.10.23 20:00;0;G;0,269;G
31.10.23 20:15;0;G;0,242;G
31.10.23 20:30;0;G;0,237;G
31.10.23 20:45;0;G;0,226;G
31.10.23 21:00;0;G;0,218;G
31.10.23 21:15;0;G;0,219;G
31.10.23 21:30;0;G;0,326;G
31.10.23 21:45;0;G;0,362;G
31.10.23 22:00;0;G;0,406;G
31.10.23 22:15;0;G;0,63;G
31.10.23 22:30;0;G;0,248;G
31.10.23 22:45;0;G;0,145;G
31.10.23 23:00;0;G;0,147;G
31.10.23 23:15;0;G;0,143;G
31.10.23 23:30;0;G;0,141;G
31.10.23 23:45;0;G;0,136;G
01.11.23 00:00;0;G;0,138;G
01.11.23 00:15;0;G;0,139;G
01.11.23 00:30;0;G;0,136;G
01.11.23 00:45;0;G;0,135;G
01.11.23 01:00;0;G;0,127;G
01.11.23 01:15;0;G;0,129;G
01.11.23 01:30;0;G;0,137;G
01.11.23 01:45;0;G;0,135;G
01.11.23 02:00;0;G;0,137;G
01.11.23 02:15;0;G;0,127;G
01.11.23 02:30;0;G;0,131;G
01.11.23 02:45;0;G;0,14;G
01.11.23 03:00;0;G;0,139;G
01.11.23 03:15;0;G;0,138;G
01.11.23 03:30;0;G;0,132;G
01.11.23 03:45;0;G;0,133;G
01.11.23 04:00;0;G;0,139;G
01.11.23 04:15;0;G;0,138;G
01.11.23 04:30;0;G;0,137;G
01.11.23 04:45;0;G;0,129;G
01.11.23 05:00;0;G;0,131;G
01.11.23 05:15;0;G;0,139;G
01.11.23 05:30;0;G;0,139;G
01.11.23 05:45;0;G;0,14;G
01.11.23 06:00;0;G;0,143;G
01.11.23 06:15;0;G;0,147;G
01.11.23 06:30;0;G;0,148;G
01.11.23 06:45;0;G;0,151;G
01.11.23 07:00;0;G;0,14;G
01.11.23 07:15;0;G;0,185;G
01.11.23 07:30;0;G;0,245;G
01.11.23 07:45;0;G;0,193;G
01.11.23 08:00;0;G;0,111;G
01.11.23 08:15;0;G;0,202;G
01.11.23 08:30;0;G;0,178;G
01.11.23 08:45;0;G;0,511;G
01.11.23 09:00;0;G;0,438;G
01.11.23 09:15;0;G;0,377;G
01.11.23 09:30;0;G;0,158;G
01.11.23 09:45;0,01;G;0,278;G
01.11.23 10:00;0,03;G;0,25;G
01.11.23 10:15;0,044;G;0,131;G
01.11.23 10:30;0,059;G;0,118;G
01.11.23 10:45;0,228;G;0,001;G
01.11.23 11:00;0,137;G;0;G
01.11.23 11:15;0,001;G;1,058;G
01.11.23 11:30;0;G;1,502;G
01.11.23 11:45;0;G;1,711;G
01.11.23 12:00;0;G;1,656;G
01.11.23 12:15;0;G;2,097;G
01.11.23 12:30;0;G;1,665;G
01.11.23 12:45;0;G;0,191;G
01.11.23 13:00;0;G;0,265;G
01.11.23 13:15;0;G;0,378;G
01.11.23 13:30;0;G;0,046;G
01.11.23 13:45;0;G;0,066;G
01.11.23 14:00;0;G;0,055;G
01.11.23 14:15;0;G;0,081;G
01.11.23 14:30;0;G;0,097;G
01.11.23 14:45;0;G;0,138;G
01.11.23 15:00;0;G;0,14;G
01.11.23 15:15;0;G;0,138;G
01.11.23 15:30;0;G;0,14;G
01.11.23 15:45;0;G;0,151;G
01.11.23 16:00;0;G;0,167;G
01.11.23 16:15;0;G;0,177;G
01.11.23 16:30;0;G;0,187;G
01.11.23 16:45;0;G;0,184;G
01.11.23 17:00;0;G;0,191;G
01.11.23 17:15;0;G;0,196;G
01.11.23 17:30;0;G;0,191;G
01.11.23 17:45;0;G;0,177;G
01.11.23 18:00;0;G;0,174;G
01.11.23 18:15;0;G;0,181;G
01.11.23 18:30;0;G;0,182;G
01.11.23 18:45;0;G;0,176;G
01.11.23 19:00;0;G;0,171;G
01.11.23 19:15;0;G;0,174;G
01.11.23 19:30;0;G;0,179;G
01.11.23 19:45;0;G;0,178;G
01.11.23 20:00;0;G;0,173;G
01.11.23 20:15;0;G;0,146;G
01.11.23 20:30;0;G;0,145;G
01.11.23 20:45;0;G;0,138;G
01.11.23 21:00;0;G;0,137;G
01.11.23 21:15;0;G;0,128;G
01.11.23 21:30;0;G;0,129;G
01.11.23 21:45;0;G;0,136;G
01.11.23 22:00;0;G;0,138;G
01.11.23 22:15;0;G;0,133;G
01.11.23 22:30;0;G;0,129;G
01.11.23 22:45;0;G;0,13;G
01.11.23 23:00;0;G;0,137;G
01.11.23 23:15;0;G;0,135;G
01.11.23 23:30;0;G;0,134;G
01.11.23 23:45;0;G;0,129;G
02.11.23 00:00;0;G;0,13;G
02.11.23 00:15;0;G;0,138;G
02.11.23 00:30;0;G;0,136;G
02.11.23 00:45;0;G;0,131;G
02.11.23 01:00;0;G;0,132;G
02.11.23 01:15;0;G;0,263;G
02.11.23 01:30;0;G;0,154;G
02.11.23 01:45;0;G;0,156;G
02.11.23 02:00;0;G;0,153;G
02.11.23 02:15;0;G;0,148;G
02.11.23 02:30;0;G;0,142;G
02.11.23 02:45;0;G;0,135;G
02.11.23 03:00;0;G;0,134;G
02.11.23 03:15;0;G;0,126;G
02.11.23 03:30;0;G;0,128;G
02.11.23 03:45;0;G;0,137;G
02.11.23 04:00;0;G;0,133;G
02.11.23 04:15;0;G;0,135;G
02.11.23 04:30;0;G;0,136;G
02.11.23 04:45;0;G;0,136;G
02.11.23 05:00;0;G;0,149;G
02.11.23 05:15;0;G;0,148;G
02.11.23 05:30;0;G;0,135;G
02.11.23 05:45;0;G;0,138;G
02.11.23 06:00;0;G;0,157;G
02.11.23 06:15;0;G;0,156;G
02.11.23 06:30;0;G;0,373;G
02.11.23 06:45;0;G;0,643;G
02.11.23 07:00;0;G;0,141;G
02.11.23 07:15;0;G;0,175;G
02.11.23 07:30;0;G;0,172;G
02.11.23 07:45;0;G;0,161;G
02.11.23 08:00;0;G;0,155;G
02.11.23 08:15;0;G;0,156;G
02.11.23 08:30;0;G;0,161;G
02.11.23 08:45;0;G;0,158;G
02.11.23 09:00;0;G;0,097;G
02.11.23 09:15;0,021;G;0,039;G
02.11.23 09:30;0,118;G;0;G
02.11.23 09:45;0,115;G;0;G
02.11.23 10:00;0,049;G;0;G
02.11.23 10:15;0,068;G;0,002;G
02.11.23 10:30;0,086;G;0;G
02.11.23 10:45;0,116;G;0;G
02.11.23 11:00;0,091;G;0;G
02.11.23 11:15;0,002;G;0,072;G
02.11.23 11:30;0,093;G;0;G
02.11.23 11:45;0,128;G;0;G
02.11.23 12:00;0,17;G;0;G
02.11.23 12:15;0,075;G;0;G
02.11.23 12:30;0,008;G;0,015;G
02.11.23 12:45;0,004;G;0,006;G
02.11.23 13:00;0,024;G;0,022;G
02.11.23 13:15;0;G;0,065;G
02.11.23 13:30;0;G;0,073;G
02.11.23 13:45;0;G;0,028;G
02.11.23 14:00;0;G;0,083;G
02.11.23 14:15;0;G;0,026;G
02.11.23 14:30;0;G;0,022;G
02.11.23 14:45;0;G;0,061;G
02.11.23 15:00;0;G;0,082;G
02.11.23 15:15;0;G;0,091;G
02.11.23 15:30;0;G;0,143;G
02.11.23 15:45;0;G;0,168;G
02.11.23 16:00;0;G;0,173;G
02.11.23 16:15;0;G;0,176;G
02.11.23 16:30;0;G;0,184;G
02.11.23 16:45;0;G;0,188;G
02.11.23 17:00;0;G;0,189;G
02.11.23 17:15;0;G;0,182;G
02.11.23 17:30;0;G;0,652;G
02.11.23 17:45;0;G;0,399;G
02.11.23 18:00;0;G;0,242;G
02.11.23 18:15;0;G;0,416;G
02.11.23 18:30;0;G;0,168;G
02.11.23 18:45;0;G;0,169;G
02.11.23 19:00;0;G;0,178;G
02.11.23 19:15;0;G;0,178;G
02.11.23 19:30;0;G;0,175;G
02.11.23 19:45;0;G;0,167;G
02.11.23 20:00;0;G;1,04;G
02.11.23 20:15;0;G;2,721;G
02.11.23 20:30;0;G;2,738;G
02.11.23 20:45;0;G;2,749;G
02.11.23 21:00;0;G;2,755;G
02.11.23 21:15;0;G;2,597;G
02.11.23 21:30;0;G;1,49;G
02.11.23 21:45;0;G;0,935;G
02.11.23 22:00;0;G;0,6;G
02.11.23 22:15;0;G;0,218;G
02.11.23 22:30;0;G;0,22;G
02.11.23 22:45;0;G;0,22;G
02.11.23 23:00;0;G;0,172;G
02.11.23 23:15;0;G;0,154;G
02.11.23 23:30;0;G;0,146;G
02.11.23 23:45;0;G;0,149;G
03.11.23 00:00;0;G;0,146;G
03.11.23 00:15;0;G;0,139;G
03.11.23 00:30;0;G;0,137;G
03.11.23 00:45;0;G;0,145;G
03.11.23 01:00;0;G;0,145;G
03.11.23 01:15;0;G;0,14;G
03.11.23 01:30;0;G;0,135;G
03.11.23 01:45;0;G;0,138;G
03.11.23 02:00;0;G;0,144;G
03.11.23 02:15;0;G;0,144;G
03.11.23 02:30;0;G;0,136;G
03.11.23 02:45;0;G;0,133;G
03.11.23 03:00;0;G;0,138;G
03.11.23 03:15;0;G;0,137;G
03.11.23 03:30;0;G;0,134;G
03.11.23 03:45;0;G;0,129;G
03.11.23 04:00;0;G;0,128;G
03.11.23 04:15;0;G;0,14;G
03.11.23 04:30;0;G;0,141;G
03.11.23 04:45;0;G;0,139;G
03.11.23 05:00;0;G;0,135;G
03.11.23 05:15;0;G;0,136;G
03.11.23 05:30;0;G;0,143;G
03.11.23 05:45;0;G;0,151;G
03.11.23 06:00;0;G;0,146;G
03.11.23 06:15;0;G;0,142;G
03.11.23 06:30;0;G;0,157;G
03.11.23 06:45;0;G;0,889;G
03.11.23 07:00;0;G;0,519;G
03.11.23 07:15;0;G;0,322;G
03.11.23 07:30;0;G;0,211;G
03.11.23 07:45;0;G;0,201;G
03.11.23 08:00;0;G;0,211;G
03.11.23 08:15;0;G;0,204;G
03.11.23 08:30;0;G;0,196;G
03.11.23 08:45;0;G;0,29;G
03.11.23 09:00;0;G;0,198;G
03.11.23 09:15;0;G;0,186;G
03.11.23 09:30;0;G;0,189;G
03.11.23 09:45;0;G;0,175;G
03.11.23 10:00;0;G;0,169;G
03.11.23 10:15;0;G;0,144;G
03.11.23 10:30;0;G;0,173;G
03.11.23 10:45;0;G;0,466;G
03.11.23 11:00;0;G;0,283;G
03.11.23 11:15;0;G;0,676;G
03.11.23 11:30;0;G;0,404;G
03.11.23 11:45;0;G;0,327;G
03.11.23 12:00;0;G;0,246;G
03.11.23 12:15;0;G;0,391;G
03.11.23 12:30;0;G;0,393;G
03.11.23 12:45;0;G;0,149;G
03.11.23 13:00;0;G;0,163;G
03.11.23 13:15;0;G;0,197;G
03.11.23 13:30;0;G;0,117;G
03.11.23 13:45;0;G;0,116;G
03.11.23 14:00;0,058;G;0;G
03.11.23 14:15;0,038;G;0,024;G
03.11.23 14:30;0;G;0,098;G
03.11.23 14:45;0;G;0,134;G
03.11.23 15:00;0;G;0,116;G
03.11.23 15:15;0;G;0,174;G
03.11.23 15:30;0;G;0,188;G
03.11.23 15:45;0;G;0,186;G
03.11.23 16:00;0;G;0,34;G
03.11.23 16:15;0;G;0,276;G
03.11.23 16:30;0;G;0,27;G
03.11.23 16:45;0;G;0,334;G
